"responseId","userId","trainingId","score","responseDate"
4971,260,95,21,"2024-10-07"
4972,279,79,69,"2024-10-06"
4973,94,54,42,"2024-10-07"
4974,99,6,71,"2024-10-06"
4975,279,18,47,"2024-10-06"
4976,172,15,41,"2024-10-06"
4977,2,60,95,"2024-10-07"
4978,203,68,52,"2024-10-07"
4979,228,73,59,"2024-10-07"
4980,17,46,87,"2024-10-06"
4981,102,89,45,"2024-10-06"
4982,116,87,100,"2024-10-06"
4983,16,25,89,"2024-10-07"
4984,213,75,23,"2024-10-07"
4985,189,23,73,"2024-10-06"
4986,280,28,25,"2024-10-07"
4987,147,86,3,"2024-10-06"
4988,123,69,35,"2024-10-06"
4989,177,9,7,"2024-10-06"
4990,97,97,25,"2024-10-07"
4991,48,49,47,"2024-10-06"
4992,66,18,25,"2024-10-06"
4993,247,9,17,"2024-10-07"
4994,34,30,88,"2024-10-07"
4995,18,78,1,"2024-10-07"
4996,195,90,22,"2024-10-07"
4997,290,25,13,"2024-10-07"
4998,49,96,67,"2024-10-06"
4999,294,2,47,"2024-10-06"
5000,28,94,2,"2024-10-07"
5001,266,36,71,"2024-10-06"
5002,57,2,13,"2024-10-07"
5003,275,70,35,"2024-10-06"
5004,59,11,91,"2024-10-06"
5005,45,63,93,"2024-10-07"
5006,126,1,89,"2024-10-07"
5007,161,28,91,"2024-10-07"
5008,250,98,91,"2024-10-07"
5009,170,81,7,"2024-10-06"
5010,110,63,4,"2024-10-06"
5011,11,54,25,"2024-10-06"
5012,2,10,76,"2024-10-07"
5013,110,3,4,"2024-10-07"
5014,238,27,14,"2024-10-07"
5015,137,42,67,"2024-10-06"
5016,47,63,64,"2024-10-07"
5017,177,99,100,"2024-10-07"
5018,21,14,47,"2024-10-06"
5019,226,77,31,"2024-10-06"
5020,56,75,70,"2024-10-06"
5021,26,56,84,"2024-10-06"
5022,43,78,35,"2024-10-07"
5023,288,57,46,"2024-10-07"
5024,80,53,46,"2024-10-07"
5025,218,70,55,"2024-10-06"
5026,87,27,64,"2024-10-07"
5027,119,45,92,"2024-10-06"
5028,5,57,74,"2024-10-06"
5029,182,65,35,"2024-10-06"
5030,173,74,81,"2024-10-07"
5031,101,35,7,"2024-10-07"
5032,264,69,18,"2024-10-06"
5033,183,33,9,"2024-10-07"
5034,168,30,14,"2024-10-07"
5035,47,51,52,"2024-10-06"
5036,214,14,74,"2024-10-07"
5037,151,29,82,"2024-10-07"
5038,77,47,48,"2024-10-07"
5039,236,92,41,"2024-10-06"
5040,259,12,28,"2024-10-06"
5041,167,32,0,"2024-10-07"
5042,222,55,67,"2024-10-07"
5043,141,77,92,"2024-10-07"
5044,64,96,4,"2024-10-06"
5045,202,76,10,"2024-10-06"
5046,283,75,23,"2024-10-07"
5047,20,88,57,"2024-10-07"
5048,276,1,100,"2024-10-07"
5049,180,100,37,"2024-10-07"
5050,127,94,45,"2024-10-06"
5051,209,24,0,"2024-10-06"
5052,55,81,54,"2024-10-07"
5053,191,86,44,"2024-10-07"
5054,291,53,57,"2024-10-06"
5055,293,8,62,"2024-10-06"
5056,153,74,97,"2024-10-06"
5057,222,71,48,"2024-10-06"
5058,150,72,71,"2024-10-06"
5059,82,57,1,"2024-10-06"
5060,78,88,56,"2024-10-07"
5061,84,47,94,"2024-10-06"
5062,92,94,14,"2024-10-06"
5063,215,21,66,"2024-10-07"
5064,260,20,6,"2024-10-06"
5065,67,15,71,"2024-10-06"
5066,207,14,29,"2024-10-06"
5067,88,51,10,"2024-10-07"
5068,91,94,60,"2024-10-06"
5069,139,28,48,"2024-10-06"
5070,5,40,18,"2024-10-07"
5071,278,3,81,"2024-10-06"
5072,134,56,41,"2024-10-06"
5073,283,86,32,"2024-10-07"
5074,296,90,21,"2024-10-07"
5075,99,44,49,"2024-10-07"
5076,195,21,72,"2024-10-06"
5077,73,72,99,"2024-10-06"
5078,51,59,32,"2024-10-07"
5079,264,65,33,"2024-10-07"
5080,96,62,100,"2024-10-07"
5081,273,63,87,"2024-10-07"
5082,220,8,22,"2024-10-06"
5083,94,94,92,"2024-10-06"
5084,92,15,62,"2024-10-06"
5085,227,14,39,"2024-10-06"
5086,300,2,77,"2024-10-06"
5087,12,30,85,"2024-10-06"
5088,147,9,78,"2024-10-06"
5089,89,34,15,"2024-10-07"
5090,65,13,97,"2024-10-06"
5091,118,57,72,"2024-10-07"
5092,37,10,96,"2024-10-06"
5093,180,1,39,"2024-10-06"
5094,170,24,49,"2024-10-07"
5095,47,59,20,"2024-10-06"
5096,283,58,94,"2024-10-06"
5097,111,49,62,"2024-10-06"
5098,275,58,77,"2024-10-06"
5099,3,49,58,"2024-10-07"
5100,208,97,44,"2024-10-07"
5101,90,46,92,"2024-10-07"
5102,173,56,24,"2024-10-07"
5103,279,51,6,"2024-10-07"
5104,121,10,70,"2024-10-06"
5105,116,93,38,"2024-10-06"
5106,220,17,84,"2024-10-07"
5107,271,96,38,"2024-10-07"
5108,130,44,51,"2024-10-07"
5109,215,36,64,"2024-10-06"
5110,81,77,42,"2024-10-07"
5111,124,45,4,"2024-10-07"
5112,29,62,31,"2024-10-06"
5113,171,73,95,"2024-10-06"
5114,26,40,59,"2024-10-07"
5115,235,3,48,"2024-10-07"
5116,24,100,93,"2024-10-06"
5117,127,88,39,"2024-10-07"
5118,178,69,91,"2024-10-06"
5119,191,17,21,"2024-10-07"
5120,44,53,32,"2024-10-07"
5121,263,11,4,"2024-10-06"
5122,194,77,39,"2024-10-07"
5123,134,81,30,"2024-10-07"
5124,55,50,99,"2024-10-07"
5125,170,96,83,"2024-10-06"
5126,272,25,94,"2024-10-06"
5127,19,61,68,"2024-10-06"
5128,161,77,16,"2024-10-07"
5129,5,52,77,"2024-10-06"
5130,243,21,82,"2024-10-07"
5131,180,50,32,"2024-10-07"
5132,74,4,6,"2024-10-07"
5133,266,63,71,"2024-10-06"
5134,43,66,86,"2024-10-06"
5135,236,66,7,"2024-10-07"
5136,68,70,6,"2024-10-07"
5137,62,81,50,"2024-10-06"
5138,30,76,100,"2024-10-06"
5139,107,30,44,"2024-10-06"
5140,175,46,5,"2024-10-07"
5141,119,24,53,"2024-10-07"
5142,37,93,47,"2024-10-06"
5143,51,94,86,"2024-10-06"
5144,99,50,71,"2024-10-07"
5145,73,31,43,"2024-10-07"
5146,71,17,13,"2024-10-06"
5147,49,55,22,"2024-10-07"
5148,269,55,41,"2024-10-06"
5149,190,98,16,"2024-10-07"
5150,101,69,74,"2024-10-07"
5151,2,7,90,"2024-10-07"
5152,215,44,69,"2024-10-06"
5153,225,88,63,"2024-10-07"
5154,120,27,42,"2024-10-07"
5155,244,92,49,"2024-10-07"
5156,234,69,79,"2024-10-06"
5157,94,12,64,"2024-10-06"
5158,62,86,76,"2024-10-07"
5159,222,94,72,"2024-10-07"
5160,246,12,0,"2024-10-06"
5161,228,50,17,"2024-10-06"
5162,172,17,29,"2024-10-07"
5163,158,17,97,"2024-10-06"
5164,260,10,27,"2024-10-07"
5165,153,90,72,"2024-10-06"
5166,91,30,54,"2024-10-06"
5167,106,75,37,"2024-10-07"
5168,285,33,97,"2024-10-06"
5169,14,9,62,"2024-10-07"
5170,294,60,4,"2024-10-06"
5171,103,7,78,"2024-10-06"
5172,263,24,19,"2024-10-06"
5173,80,99,13,"2024-10-07"
5174,211,77,70,"2024-10-07"
5175,69,39,73,"2024-10-06"
5176,2,91,32,"2024-10-07"
5177,142,2,84,"2024-10-07"
5178,66,51,68,"2024-10-06"
5179,201,20,58,"2024-10-07"
5180,255,28,57,"2024-10-06"
5181,114,37,33,"2024-10-07"
5182,15,40,36,"2024-10-07"
5183,230,90,93,"2024-10-06"
5184,264,40,73,"2024-10-07"
5185,102,44,27,"2024-10-06"
5186,91,11,28,"2024-10-07"
5187,208,26,42,"2024-10-06"
5188,179,100,57,"2024-10-07"
5189,159,82,63,"2024-10-07"
5190,118,56,35,"2024-10-07"
5191,49,14,44,"2024-10-07"
5192,240,80,36,"2024-10-06"
5193,248,57,75,"2024-10-07"
5194,239,95,55,"2024-10-06"
5195,20,70,48,"2024-10-06"
5196,145,90,74,"2024-10-06"
5197,289,17,64,"2024-10-06"
5198,139,39,39,"2024-10-06"
5199,167,94,44,"2024-10-07"
5200,197,63,48,"2024-10-07"
5201,25,83,58,"2024-10-06"
5202,51,48,20,"2024-10-07"
5203,286,66,8,"2024-10-07"
5204,263,95,91,"2024-10-07"
5205,195,40,83,"2024-10-06"
5206,294,1,87,"2024-10-07"
5207,263,12,9,"2024-10-06"
5208,22,10,96,"2024-10-07"
5209,6,77,40,"2024-10-06"
5210,139,68,34,"2024-10-07"
5211,232,65,58,"2024-10-06"
5212,113,98,23,"2024-10-07"
5213,246,57,46,"2024-10-06"
5214,74,15,17,"2024-10-07"
5215,293,65,80,"2024-10-07"
5216,194,40,15,"2024-10-07"
5217,204,2,9,"2024-10-07"
5218,39,22,29,"2024-10-07"
5219,68,33,65,"2024-10-06"
5220,115,25,72,"2024-10-06"
5221,196,55,4,"2024-10-06"
5222,6,60,92,"2024-10-06"
5223,246,34,16,"2024-10-07"
5224,67,87,27,"2024-10-06"
5225,272,13,12,"2024-10-07"
5226,36,97,70,"2024-10-06"
5227,272,39,49,"2024-10-06"
5228,130,16,5,"2024-10-07"
5229,171,89,63,"2024-10-06"
5230,267,70,73,"2024-10-07"
5231,185,22,5,"2024-10-06"
5232,113,92,47,"2024-10-07"
5233,41,37,19,"2024-10-07"
5234,78,59,15,"2024-10-07"
5235,227,53,41,"2024-10-07"
5236,291,69,52,"2024-10-07"
5237,63,73,90,"2024-10-06"
5238,61,32,48,"2024-10-07"
5239,298,15,93,"2024-10-07"
5240,129,87,20,"2024-10-06"
5241,252,40,87,"2024-10-06"
5242,146,50,22,"2024-10-07"
5243,119,47,73,"2024-10-06"
5244,89,78,63,"2024-10-06"
5245,222,91,80,"2024-10-07"
5246,182,27,27,"2024-10-06"
5247,290,43,43,"2024-10-07"
5248,201,45,28,"2024-10-06"
5249,213,18,1,"2024-10-06"
5250,135,7,31,"2024-10-07"
5251,15,51,86,"2024-10-07"
5252,47,5,42,"2024-10-06"
5253,42,93,81,"2024-10-07"
5254,41,15,56,"2024-10-06"
5255,104,58,32,"2024-10-07"
5256,194,33,100,"2024-10-06"
5257,139,63,42,"2024-10-07"
5258,17,68,6,"2024-10-07"
5259,276,82,35,"2024-10-06"
5260,77,39,35,"2024-10-07"
5261,32,17,55,"2024-10-06"
5262,252,72,34,"2024-10-06"
5263,38,1,62,"2024-10-06"
5264,275,42,63,"2024-10-07"
5265,27,67,11,"2024-10-06"
5266,52,8,93,"2024-10-07"
5267,238,46,82,"2024-10-07"
5268,18,81,91,"2024-10-06"
5269,125,71,70,"2024-10-06"
5270,140,28,29,"2024-10-06"
5271,229,3,52,"2024-10-07"
5272,166,41,40,"2024-10-07"
5273,106,24,98,"2024-10-06"
5274,17,39,47,"2024-10-06"
5275,293,1,9,"2024-10-06"
5276,88,24,52,"2024-10-06"
5277,237,47,29,"2024-10-07"
5278,30,76,66,"2024-10-06"
5279,192,69,31,"2024-10-06"
5280,154,77,47,"2024-10-06"
5281,162,84,71,"2024-10-07"
5282,131,66,89,"2024-10-06"
5283,197,44,90,"2024-10-07"
5284,222,28,24,"2024-10-07"
5285,237,45,85,"2024-10-06"
5286,92,26,100,"2024-10-06"
5287,126,22,27,"2024-10-07"
5288,26,63,34,"2024-10-07"
5289,72,28,55,"2024-10-07"
5290,21,26,13,"2024-10-07"
5291,63,31,19,"2024-10-07"
5292,242,6,60,"2024-10-06"
5293,147,76,29,"2024-10-06"
5294,254,42,57,"2024-10-07"
5295,114,41,30,"2024-10-07"
5296,39,47,62,"2024-10-06"
5297,61,23,39,"2024-10-07"
5298,63,33,24,"2024-10-06"
5299,230,39,9,"2024-10-07"
5300,101,71,59,"2024-10-06"
5301,150,43,40,"2024-10-07"
5302,41,38,15,"2024-10-06"
5303,99,87,31,"2024-10-07"
5304,216,31,71,"2024-10-07"
5305,198,56,58,"2024-10-07"
5306,226,92,12,"2024-10-07"
5307,118,4,54,"2024-10-07"
5308,57,67,47,"2024-10-07"
5309,146,27,6,"2024-10-07"
5310,277,91,67,"2024-10-06"
5311,90,95,95,"2024-10-06"
5312,291,3,26,"2024-10-07"
5313,71,27,0,"2024-10-07"
5314,298,59,69,"2024-10-07"
5315,181,45,50,"2024-10-07"
5316,87,45,100,"2024-10-07"
5317,27,25,59,"2024-10-06"
5318,69,5,44,"2024-10-06"
5319,12,48,100,"2024-10-06"
5320,283,22,80,"2024-10-06"
5321,148,51,24,"2024-10-06"
5322,258,7,68,"2024-10-07"
5323,36,66,64,"2024-10-07"
5324,166,27,16,"2024-10-07"
5325,4,82,2,"2024-10-06"
5326,10,37,69,"2024-10-06"
5327,267,35,36,"2024-10-06"
5328,159,55,14,"2024-10-07"
5329,231,80,4,"2024-10-06"
5330,13,22,67,"2024-10-06"
5331,121,59,18,"2024-10-06"
5332,94,25,76,"2024-10-06"
5333,79,50,38,"2024-10-06"
5334,127,12,16,"2024-10-07"
5335,41,78,33,"2024-10-06"
5336,39,93,92,"2024-10-06"
5337,205,35,4,"2024-10-06"
5338,223,80,93,"2024-10-06"
5339,50,53,40,"2024-10-06"
5340,194,56,17,"2024-10-07"
5341,138,3,42,"2024-10-06"
5342,199,64,71,"2024-10-07"
5343,85,48,19,"2024-10-06"
5344,32,46,57,"2024-10-06"
5345,73,36,66,"2024-10-07"
5346,267,87,98,"2024-10-07"
5347,116,92,76,"2024-10-06"
5348,229,29,72,"2024-10-06"
5349,124,75,51,"2024-10-06"
5350,76,21,92,"2024-10-06"
5351,111,46,14,"2024-10-07"
5352,58,86,85,"2024-10-07"
5353,299,23,38,"2024-10-06"
5354,158,84,32,"2024-10-06"
5355,41,18,49,"2024-10-07"
5356,172,65,92,"2024-10-06"
5357,173,50,48,"2024-10-06"
5358,107,31,11,"2024-10-07"
5359,176,58,42,"2024-10-07"
5360,111,42,71,"2024-10-07"
5361,37,1,3,"2024-10-06"
5362,90,34,75,"2024-10-06"
5363,80,66,91,"2024-10-06"
5364,262,12,0,"2024-10-06"
5365,151,51,36,"2024-10-06"
5366,96,51,42,"2024-10-06"
5367,199,30,27,"2024-10-07"
5368,92,44,6,"2024-10-07"
5369,52,69,17,"2024-10-06"
5370,260,28,26,"2024-10-06"
5371,258,78,44,"2024-10-07"
5372,223,14,32,"2024-10-06"
5373,281,5,23,"2024-10-07"
5374,283,45,90,"2024-10-06"
5375,232,79,36,"2024-10-07"
5376,127,79,9,"2024-10-06"
5377,281,18,43,"2024-10-06"
5378,179,64,1,"2024-10-07"
5379,122,30,63,"2024-10-06"
5380,164,44,91,"2024-10-07"
5381,92,18,64,"2024-10-06"
5382,201,61,67,"2024-10-07"
5383,200,55,18,"2024-10-07"
5384,253,43,95,"2024-10-07"
5385,212,29,59,"2024-10-06"
5386,122,29,69,"2024-10-07"
5387,222,53,82,"2024-10-07"
5388,132,66,39,"2024-10-07"
5389,92,46,36,"2024-10-06"
5390,36,94,22,"2024-10-06"
5391,227,42,27,"2024-10-07"
5392,161,95,58,"2024-10-07"
5393,42,47,85,"2024-10-06"
5394,185,85,44,"2024-10-06"
5395,148,54,51,"2024-10-07"
5396,117,63,87,"2024-10-07"
5397,8,51,89,"2024-10-07"
5398,165,45,51,"2024-10-06"
5399,32,56,53,"2024-10-07"
5400,238,36,25,"2024-10-06"
5401,290,84,51,"2024-10-06"
5402,152,44,10,"2024-10-06"
5403,31,84,11,"2024-10-07"
5404,18,3,42,"2024-10-06"
5405,50,86,66,"2024-10-07"
5406,125,74,96,"2024-10-06"
5407,247,61,69,"2024-10-06"
5408,92,58,76,"2024-10-07"
5409,96,84,38,"2024-10-07"
5410,262,39,72,"2024-10-07"
5411,274,66,97,"2024-10-07"
5412,19,65,67,"2024-10-06"
5413,239,58,97,"2024-10-07"
5414,82,86,20,"2024-10-07"
5415,154,22,43,"2024-10-06"
5416,88,33,31,"2024-10-07"
5417,183,14,28,"2024-10-06"
5418,183,69,45,"2024-10-07"
5419,162,31,33,"2024-10-07"
5420,289,76,97,"2024-10-07"
5421,244,18,63,"2024-10-06"
5422,27,33,65,"2024-10-06"
5423,76,94,94,"2024-10-07"
5424,144,33,73,"2024-10-07"
5425,140,50,29,"2024-10-06"
5426,29,67,20,"2024-10-06"
5427,141,12,64,"2024-10-06"
5428,250,43,24,"2024-10-06"
5429,294,82,85,"2024-10-07"
5430,186,22,80,"2024-10-06"
5431,59,17,77,"2024-10-07"
5432,198,81,83,"2024-10-07"
5433,184,28,83,"2024-10-06"
5434,224,56,58,"2024-10-06"
5435,278,26,35,"2024-10-07"
5436,45,67,93,"2024-10-06"
5437,34,41,96,"2024-10-06"
5438,262,21,65,"2024-10-06"
5439,187,51,90,"2024-10-06"
5440,81,82,80,"2024-10-07"
5441,110,78,89,"2024-10-07"
5442,51,67,83,"2024-10-07"
5443,235,65,93,"2024-10-07"
5444,296,89,1,"2024-10-06"
5445,148,8,90,"2024-10-06"
5446,262,61,13,"2024-10-07"
5447,16,20,96,"2024-10-07"
5448,273,24,98,"2024-10-07"
5449,203,75,2,"2024-10-07"
5450,20,60,31,"2024-10-06"
5451,119,89,72,"2024-10-07"
5452,8,14,75,"2024-10-07"
5453,233,12,0,"2024-10-07"
5454,170,62,26,"2024-10-06"
5455,255,59,85,"2024-10-06"
5456,180,31,40,"2024-10-06"
5457,124,38,53,"2024-10-07"
5458,248,75,30,"2024-10-07"
5459,282,15,89,"2024-10-06"
5460,270,50,57,"2024-10-07"
5461,145,18,94,"2024-10-06"
5462,52,53,9,"2024-10-06"
5463,222,63,89,"2024-10-07"
5464,91,50,51,"2024-10-07"
5465,83,87,0,"2024-10-07"
5466,113,5,70,"2024-10-07"
5467,131,40,14,"2024-10-07"
5468,209,21,23,"2024-10-07"
5469,163,16,45,"2024-10-07"
5470,78,62,38,"2024-10-06"
5471,221,58,96,"2024-10-07"
5472,1,13,52,"2024-10-06"
5473,62,98,26,"2024-10-06"
5474,124,44,96,"2024-10-07"
5475,257,30,87,"2024-10-06"
5476,237,73,13,"2024-10-06"
5477,219,81,59,"2024-10-07"
5478,72,30,60,"2024-10-06"
5479,61,6,70,"2024-10-06"
5480,138,29,56,"2024-10-07"
5481,22,61,98,"2024-10-06"
5482,176,100,0,"2024-10-07"
5483,95,50,73,"2024-10-06"
5484,124,24,12,"2024-10-06"
5485,79,42,53,"2024-10-06"
5486,27,62,85,"2024-10-06"
5487,107,57,53,"2024-10-07"
5488,55,97,0,"2024-10-06"
5489,287,54,100,"2024-10-07"
5490,107,65,40,"2024-10-07"
5491,191,75,17,"2024-10-07"
5492,132,9,82,"2024-10-06"
5493,133,54,53,"2024-10-07"
5494,280,99,22,"2024-10-07"
5495,296,64,95,"2024-10-07"
5496,209,61,75,"2024-10-07"
5497,242,76,76,"2024-10-06"
5498,137,62,20,"2024-10-06"
5499,34,63,3,"2024-10-07"
5500,115,47,93,"2024-10-06"
5501,180,84,83,"2024-10-06"
5502,193,93,22,"2024-10-07"
5503,222,43,74,"2024-10-06"
5504,101,31,74,"2024-10-06"
5505,129,87,44,"2024-10-07"
5506,231,91,41,"2024-10-06"
5507,263,55,73,"2024-10-06"
5508,269,29,11,"2024-10-06"
5509,128,80,56,"2024-10-06"
5510,195,69,34,"2024-10-06"
5511,295,69,54,"2024-10-07"
5512,4,29,61,"2024-10-06"
5513,32,51,56,"2024-10-06"
5514,271,8,52,"2024-10-06"
5515,44,39,65,"2024-10-06"
5516,267,30,60,"2024-10-07"
5517,248,33,56,"2024-10-07"
5518,250,29,10,"2024-10-07"
5519,285,88,94,"2024-10-06"
5520,28,68,98,"2024-10-06"
5521,288,80,65,"2024-10-06"
5522,118,48,62,"2024-10-07"
5523,159,89,32,"2024-10-07"
5524,33,70,90,"2024-10-07"
5525,191,88,62,"2024-10-06"
5526,202,45,17,"2024-10-07"
5527,45,58,73,"2024-10-07"
5528,128,56,92,"2024-10-07"
5529,112,91,88,"2024-10-06"
5530,223,98,75,"2024-10-06"
5531,40,66,66,"2024-10-06"
5532,273,65,3,"2024-10-06"
5533,290,1,47,"2024-10-06"
5534,81,50,91,"2024-10-07"
5535,113,87,0,"2024-10-06"
5536,23,96,75,"2024-10-07"
5537,250,27,22,"2024-10-06"
5538,25,71,43,"2024-10-07"
5539,70,71,26,"2024-10-06"
5540,146,84,21,"2024-10-07"
5541,135,53,93,"2024-10-07"
5542,8,24,44,"2024-10-06"
5543,29,71,25,"2024-10-06"
5544,209,16,90,"2024-10-07"
5545,230,89,43,"2024-10-06"
5546,110,80,40,"2024-10-06"
5547,21,64,93,"2024-10-06"
5548,24,57,84,"2024-10-07"
5549,55,36,81,"2024-10-07"
5550,183,97,99,"2024-10-06"
5551,90,82,60,"2024-10-06"
5552,257,99,92,"2024-10-07"
5553,234,82,94,"2024-10-07"
5554,117,53,94,"2024-10-06"
5555,146,48,80,"2024-10-07"
5556,106,96,25,"2024-10-07"
5557,166,92,3,"2024-10-06"
5558,288,15,25,"2024-10-06"
5559,280,15,22,"2024-10-06"
5560,139,91,39,"2024-10-06"
5561,72,12,39,"2024-10-06"
5562,81,63,86,"2024-10-06"
5563,239,19,24,"2024-10-07"
5564,90,27,57,"2024-10-07"
5565,180,97,11,"2024-10-07"
5566,90,90,99,"2024-10-07"
5567,254,45,19,"2024-10-07"
5568,72,57,94,"2024-10-07"
5569,65,80,98,"2024-10-07"
5570,168,21,1,"2024-10-07"
5571,214,19,1,"2024-10-06"
5572,156,2,96,"2024-10-07"
5573,15,92,6,"2024-10-06"
5574,19,67,8,"2024-10-07"
5575,263,47,82,"2024-10-07"
5576,237,11,27,"2024-10-06"
5577,252,93,77,"2024-10-07"
5578,45,50,6,"2024-10-06"
5579,174,84,70,"2024-10-07"
5580,293,48,13,"2024-10-06"
5581,223,7,60,"2024-10-06"
5582,173,78,33,"2024-10-07"
5583,44,8,74,"2024-10-07"
5584,107,79,64,"2024-10-07"
5585,107,53,29,"2024-10-06"
5586,205,90,61,"2024-10-07"
5587,57,1,40,"2024-10-07"
5588,141,86,43,"2024-10-07"
5589,258,77,16,"2024-10-07"
5590,284,10,71,"2024-10-07"
5591,253,38,11,"2024-10-06"
5592,100,27,83,"2024-10-06"
5593,218,13,89,"2024-10-06"
5594,71,33,76,"2024-10-07"
5595,189,40,4,"2024-10-07"
5596,292,5,0,"2024-10-06"
5597,265,30,60,"2024-10-07"
5598,11,77,6,"2024-10-06"
5599,89,15,83,"2024-10-07"
5600,5,79,0,"2024-10-07"
5601,295,79,27,"2024-10-06"
5602,211,52,78,"2024-10-06"
5603,163,70,22,"2024-10-06"
5604,129,76,98,"2024-10-06"
5605,273,35,45,"2024-10-06"
5606,277,65,38,"2024-10-06"
5607,146,76,27,"2024-10-07"
5608,179,15,96,"2024-10-07"
5609,52,7,53,"2024-10-06"
5610,255,34,77,"2024-10-07"
5611,38,37,78,"2024-10-06"
5612,35,62,16,"2024-10-07"
5613,167,71,8,"2024-10-07"
5614,93,80,34,"2024-10-07"
5615,225,11,79,"2024-10-06"
5616,3,36,47,"2024-10-06"
5617,221,30,56,"2024-10-07"
5618,90,22,95,"2024-10-06"
5619,108,61,18,"2024-10-07"
5620,109,66,84,"2024-10-07"
5621,144,98,64,"2024-10-06"
5622,211,78,54,"2024-10-07"
5623,225,51,72,"2024-10-06"
5624,194,89,36,"2024-10-07"
5625,40,25,38,"2024-10-06"
5626,65,17,98,"2024-10-07"
5627,234,61,98,"2024-10-07"
5628,209,9,35,"2024-10-06"
5629,21,74,38,"2024-10-06"
5630,144,74,65,"2024-10-06"
5631,104,52,61,"2024-10-06"
5632,19,84,23,"2024-10-06"
5633,237,33,89,"2024-10-07"
5634,146,79,58,"2024-10-06"
5635,233,12,48,"2024-10-06"
5636,62,59,28,"2024-10-07"
5637,91,29,58,"2024-10-06"
5638,186,98,41,"2024-10-06"
5639,23,57,79,"2024-10-07"
5640,227,74,19,"2024-10-07"
5641,297,18,52,"2024-10-07"
5642,99,33,50,"2024-10-06"
5643,270,31,49,"2024-10-06"
5644,283,89,26,"2024-10-06"
5645,247,80,5,"2024-10-06"
5646,121,8,75,"2024-10-06"
5647,20,39,91,"2024-10-06"
5648,88,14,79,"2024-10-06"
5649,252,76,79,"2024-10-06"
5650,107,41,95,"2024-10-07"
5651,184,78,93,"2024-10-06"
5652,287,82,19,"2024-10-06"
5653,6,1,6,"2024-10-07"
5654,264,6,87,"2024-10-07"
5655,93,1,44,"2024-10-06"
5656,6,13,12,"2024-10-07"
5657,120,55,27,"2024-10-07"
5658,216,52,3,"2024-10-06"
5659,257,39,84,"2024-10-06"
5660,275,96,6,"2024-10-07"
5661,14,51,16,"2024-10-07"
5662,21,77,91,"2024-10-06"
5663,87,4,21,"2024-10-06"
5664,101,36,94,"2024-10-06"
5665,214,48,22,"2024-10-07"
5666,253,26,17,"2024-10-06"
5667,154,82,3,"2024-10-07"
5668,271,88,82,"2024-10-06"
5669,276,26,25,"2024-10-07"
5670,226,3,14,"2024-10-06"
5671,215,14,97,"2024-10-06"
5672,164,5,7,"2024-10-07"
5673,274,28,44,"2024-10-07"
5674,228,67,2,"2024-10-06"
5675,92,86,73,"2024-10-06"
5676,139,23,86,"2024-10-06"
5677,271,45,32,"2024-10-07"
5678,135,46,7,"2024-10-06"
5679,87,18,18,"2024-10-07"
5680,265,62,89,"2024-10-07"
5681,284,51,68,"2024-10-06"
5682,19,96,85,"2024-10-07"
5683,121,40,22,"2024-10-06"
5684,156,75,60,"2024-10-06"
5685,122,69,52,"2024-10-07"
5686,193,61,41,"2024-10-06"
5687,294,44,35,"2024-10-06"
5688,40,7,31,"2024-10-07"
5689,286,38,13,"2024-10-07"
5690,275,6,78,"2024-10-07"
5691,55,81,37,"2024-10-06"
5692,20,75,93,"2024-10-07"
5693,113,51,28,"2024-10-06"
5694,253,41,89,"2024-10-07"
5695,288,80,59,"2024-10-07"
5696,76,28,68,"2024-10-06"
5697,86,83,89,"2024-10-06"
5698,266,77,59,"2024-10-07"
5699,117,61,28,"2024-10-06"
5700,93,37,5,"2024-10-07"
5701,46,16,40,"2024-10-07"
5702,164,69,18,"2024-10-06"
5703,208,78,40,"2024-10-07"
5704,34,71,79,"2024-10-06"
5705,294,23,35,"2024-10-07"
5706,65,26,68,"2024-10-06"
5707,113,32,69,"2024-10-06"
5708,128,16,77,"2024-10-06"
5709,60,48,47,"2024-10-06"
5710,223,62,79,"2024-10-06"
5711,297,82,50,"2024-10-06"
5712,275,49,39,"2024-10-06"
5713,202,49,48,"2024-10-06"
5714,132,30,37,"2024-10-07"
5715,113,91,43,"2024-10-07"
5716,243,83,10,"2024-10-07"
5717,214,13,88,"2024-10-06"
5718,266,94,34,"2024-10-06"
5719,150,26,67,"2024-10-06"
5720,262,41,46,"2024-10-06"
5721,294,91,11,"2024-10-06"
5722,106,62,45,"2024-10-07"
5723,262,77,21,"2024-10-06"
5724,8,70,73,"2024-10-07"
5725,239,94,98,"2024-10-07"
5726,40,76,5,"2024-10-07"
5727,210,73,24,"2024-10-06"
5728,204,68,55,"2024-10-07"
5729,65,11,30,"2024-10-07"
5730,265,19,18,"2024-10-06"
5731,254,9,96,"2024-10-06"
5732,84,98,79,"2024-10-06"
5733,58,45,60,"2024-10-07"
5734,35,42,46,"2024-10-07"
5735,271,99,82,"2024-10-07"
5736,277,91,14,"2024-10-06"
5737,247,42,21,"2024-10-07"
5738,72,21,66,"2024-10-07"
5739,260,55,7,"2024-10-07"
5740,11,2,76,"2024-10-07"
5741,158,82,13,"2024-10-07"
5742,93,98,12,"2024-10-07"
5743,202,4,26,"2024-10-07"
5744,230,97,5,"2024-10-07"
5745,190,57,39,"2024-10-07"
5746,190,88,86,"2024-10-06"
