reviewId,userId,trainingId,organisationScore,communicationMarks,hardWorkingMarks,disciplineMarks,performanceScore
5154,265,10,19,0,0,1,1
5155,268,20,46,1,0,1,2
5156,80,93,55,0,1,1,2
5157,6,30,72,1,0,1,2
5158,102,27,38,1,0,0,1
5159,128,88,4,0,1,0,1
5160,228,76,0,0,1,0,1
5161,94,35,72,1,0,1,2
5162,222,78,5,0,1,1,2
5163,154,31,20,0,0,1,1
5164,17,36,61,1,0,0,1
5165,160,81,78,0,1,0,1
5166,2,6,42,0,0,1,1
5167,185,52,51,1,0,1,2
5168,212,47,68,0,0,0,0
5169,44,69,23,0,1,1,2
5170,42,65,74,1,1,1,3
5171,156,20,27,0,0,0,0
5172,137,7,4,1,1,0,2
5173,151,86,20,0,1,0,1
5174,59,83,22,1,0,0,1
5175,269,64,33,1,0,0,1
5176,92,51,31,0,0,0,0
5177,9,8,25,1,1,1,3
5178,268,66,16,1,0,1,2
5179,224,18,100,0,1,0,1
5180,194,20,35,1,1,1,3
5181,276,93,40,1,0,1,2
5182,22,20,82,1,1,0,2
5183,6,40,1,1,0,0,1
5184,109,93,19,1,1,1,3
5185,295,16,34,1,1,1,3
5186,226,43,9,1,0,0,1
5187,246,67,50,0,0,0,0
5188,55,99,14,1,0,0,1
5189,75,12,2,1,1,0,2
5190,45,71,91,1,0,1,2
5191,66,19,14,0,0,1,1
5192,220,40,50,1,0,1,2
5193,292,70,98,0,0,0,0
5194,153,80,12,1,1,0,2
5195,119,84,59,1,0,0,1
5196,281,66,49,1,1,0,2
5197,101,38,41,1,0,1,2
5198,267,37,95,1,0,1,2
5199,38,6,13,0,1,1,2
5200,13,60,78,1,0,1,2
5201,250,62,40,0,1,0,1
5202,110,98,28,1,0,1,2
5203,150,77,29,1,0,1,2
5204,127,43,91,0,1,1,2
5205,3,84,84,0,1,1,2
5206,182,43,94,1,1,1,3
5207,116,30,24,0,1,1,2
5208,6,60,81,0,0,1,1
5209,70,9,57,0,0,0,0
5210,35,91,38,1,0,0,1
5211,258,64,88,0,0,0,0
5212,52,98,79,0,1,1,2
5213,286,85,66,0,0,0,0
5214,170,34,11,0,0,0,0
5215,36,67,89,1,0,1,2
5216,51,81,32,1,0,1,2
5217,81,40,100,1,1,0,2
5218,1,79,86,1,1,1,3
5219,261,85,26,0,0,1,1
5220,43,44,42,0,1,0,1
5221,7,75,53,0,0,1,1
5222,179,69,75,1,1,0,2
5223,280,84,35,1,1,0,2
5224,25,68,13,0,1,1,2
5225,120,52,16,0,1,0,1
5226,96,38,61,0,0,0,0
5227,185,98,39,1,1,0,2
5228,171,43,15,1,1,0,2
5229,77,50,94,0,1,0,1
5230,188,87,38,1,0,0,1
5231,99,22,95,1,1,0,2
5232,274,51,18,1,1,1,3
5233,45,61,89,1,1,0,2
5234,294,91,85,1,1,0,2
5235,148,29,83,0,0,1,1
5236,258,15,65,1,0,0,1
5237,28,96,32,1,1,0,2
5238,146,47,14,1,0,0,1
5239,153,48,77,1,1,1,3
5240,141,8,7,1,1,0,2
5241,232,78,35,0,0,0,0
5242,61,62,71,0,1,1,2
5243,173,47,27,1,1,0,2
5244,146,56,98,1,0,1,2
5245,201,73,79,1,0,0,1
5246,190,90,12,1,1,0,2
5247,194,91,48,0,1,1,2
5248,296,34,22,1,0,1,2
5249,149,26,33,1,0,1,2
5250,298,54,21,1,0,0,1
5251,204,65,41,1,1,0,2
5252,161,32,22,0,0,0,0
5253,58,92,99,0,1,1,2
5254,84,100,96,1,1,0,2
5255,212,90,90,0,1,1,2
5256,238,87,88,0,0,0,0
5257,294,62,75,0,1,0,1
5258,250,3,7,1,1,0,2
5259,17,95,6,1,0,0,1
5260,131,70,31,1,1,0,2
5261,92,6,93,1,0,0,1
5262,199,86,10,0,0,0,0
5263,278,96,85,1,0,1,2
5264,156,27,62,0,1,0,1
5265,76,29,74,0,0,0,0
5266,160,95,80,1,1,0,2
5267,106,82,50,0,0,1,1
5268,238,89,2,1,0,0,1
5269,46,55,92,0,0,1,1
5270,216,90,32,1,0,1,2
5271,253,39,58,1,0,0,1
5272,141,89,88,0,1,1,2
5273,102,13,56,1,1,1,3
5274,297,86,18,0,0,1,1
5275,230,78,74,1,1,1,3
5276,234,28,93,0,1,0,1
5277,49,72,94,1,0,0,1
5278,278,13,93,1,0,0,1
5279,242,30,20,0,0,1,1
5280,240,48,74,1,0,0,1
5281,1,11,12,0,1,0,1
5282,249,51,0,1,0,0,1
5283,123,38,55,1,1,1,3
5284,241,91,78,0,1,1,2
5285,23,15,12,1,1,1,3
5286,47,10,79,0,0,0,0
5287,89,55,37,1,0,1,2
5288,31,44,11,0,0,0,0
5289,215,66,41,1,0,0,1
5290,100,86,28,0,1,0,1
5291,218,45,75,1,0,0,1
5292,300,51,29,0,1,1,2
5293,47,14,57,0,0,1,1
5294,23,92,67,1,1,1,3
5295,193,57,53,0,0,0,0
5296,197,84,94,1,1,1,3
5297,105,86,17,0,1,0,1
5298,35,30,49,0,0,0,0
5299,184,56,67,0,0,0,0
5300,11,62,5,0,1,1,2
5301,80,7,24,1,0,0,1
5302,69,84,36,1,1,1,3
5303,80,57,71,0,1,1,2
5304,101,74,91,0,0,1,1
5305,106,58,60,1,1,1,3
5306,38,96,4,1,0,1,2
5307,21,56,16,1,0,0,1
5308,295,49,96,1,0,1,2
5309,55,23,43,1,1,1,3
5310,103,2,3,1,1,1,3
5311,271,11,36,1,0,0,1
5312,249,45,2,0,0,0,0
5313,100,31,86,1,1,0,2
5314,188,99,88,0,0,0,0
5315,95,63,95,1,1,0,2
5316,94,87,59,0,1,1,2
5317,241,85,37,1,0,0,1
5318,280,39,2,0,0,0,0
5319,80,49,56,1,1,1,3
5320,298,38,39,0,0,1,1
5321,55,8,30,0,1,0,1
5322,289,16,85,1,0,0,1
5323,78,43,34,1,1,0,2
5324,192,65,78,1,1,1,3
5325,144,70,55,0,0,0,0
5326,37,70,8,0,0,1,1
5327,48,10,14,0,0,0,0
5328,157,80,89,1,0,0,1
5329,23,75,59,1,0,0,1
5330,270,45,31,0,0,1,1
5331,189,13,53,1,0,1,2
5332,244,22,84,0,0,1,1
5333,32,34,58,0,1,1,2
5334,190,58,40,0,1,1,2
5335,71,8,16,1,0,1,2
5336,262,92,80,1,0,1,2
5337,134,80,83,1,1,1,3
5338,36,58,53,1,1,0,2
5339,281,76,13,1,1,0,2
5340,244,33,34,1,1,0,2
5341,69,81,72,0,0,0,0
5342,112,47,45,1,0,0,1
5343,130,50,79,0,1,0,1
5344,266,93,75,0,1,0,1
5345,117,87,76,1,0,1,2
5346,166,26,3,1,0,0,1
5347,23,99,79,0,1,0,1
5348,185,48,18,0,0,0,0
5349,28,23,59,1,0,1,2
5350,271,7,86,1,1,0,2
5351,216,14,67,0,1,0,1
5352,23,24,58,1,1,1,3
5353,124,25,16,0,0,1,1
5354,91,42,54,1,1,1,3
5355,195,40,36,1,1,1,3
5356,256,95,79,1,1,1,3
5357,65,51,11,1,1,1,3
5358,198,1,69,1,0,1,2
5359,17,46,82,1,0,0,1
5360,292,58,99,1,1,0,2
5361,17,69,90,0,1,0,1
5362,237,84,8,1,0,1,2
5363,223,54,20,0,0,0,0
5364,173,81,47,0,0,1,1
5365,93,23,90,1,1,1,3
5366,9,32,56,1,1,1,3
5367,208,72,54,0,0,1,1
5368,135,75,86,0,1,1,2
5369,159,92,18,1,1,1,3
5370,161,21,18,0,1,1,2
5371,43,32,76,1,1,1,3
5372,256,73,1,1,0,1,2
5373,97,3,86,1,0,0,1
5374,62,38,5,1,0,1,2
5375,68,83,91,0,0,1,1
5376,224,99,62,1,1,1,3
5377,119,73,98,0,1,0,1
5378,31,44,65,0,0,1,1
5379,68,86,9,1,1,1,3
5380,62,58,23,0,0,0,0
5381,14,25,92,0,0,0,0
5382,274,79,45,1,1,1,3
5383,258,19,92,0,0,0,0
5384,128,96,83,0,0,1,1
5385,227,17,40,0,1,1,2
5386,257,92,45,1,1,0,2
5387,242,73,16,1,0,0,1
5388,99,92,33,0,1,0,1
5389,93,9,35,1,1,1,3
5390,95,33,44,1,0,0,1
5391,92,32,32,1,0,1,2
5392,172,86,74,0,0,0,0
5393,168,53,75,1,1,1,3
5394,163,100,84,1,1,1,3
5395,161,60,53,0,1,1,2
5396,20,14,83,1,0,0,1
5397,60,30,76,0,0,1,1
5398,48,29,46,1,1,0,2
5399,60,23,90,0,1,0,1
5400,55,47,54,1,1,0,2
5401,236,58,44,0,0,0,0
5402,205,34,32,0,0,1,1
5403,125,37,87,1,0,1,2
5404,59,44,32,0,1,0,1
5405,50,93,1,0,1,1,2
5406,51,19,13,0,0,1,1
5407,3,26,53,1,0,1,2
5408,55,60,6,1,0,0,1
5409,50,65,89,0,1,1,2
5410,133,39,64,1,1,1,3
5411,78,2,30,0,1,0,1
5412,271,92,93,0,0,0,0
5413,71,14,84,0,1,1,2
5414,3,60,17,0,1,0,1
5415,242,8,94,1,0,1,2
5416,63,36,85,1,1,1,3
5417,46,60,60,0,0,0,0
5418,82,36,49,0,1,1,2
5419,176,20,52,0,0,1,1
5420,147,61,50,1,1,1,3
5421,135,89,29,1,1,1,3
5422,49,33,28,1,1,0,2
5423,233,15,88,0,1,0,1
5424,75,31,19,0,1,0,1
5425,268,7,95,0,0,1,1
5426,230,24,72,0,0,0,0
5427,140,3,100,0,1,1,2
5428,99,72,93,1,0,0,1
5429,12,16,94,1,0,1,2
5430,184,13,75,0,1,0,1
5431,194,46,39,0,0,1,1
5432,193,78,55,0,1,1,2
5433,39,54,79,0,0,0,0
5434,64,51,48,1,0,1,2
5435,196,40,27,0,1,0,1
5436,239,41,51,1,0,0,1
5437,200,43,58,1,0,0,1
5438,55,94,78,1,0,0,1
5439,264,8,83,0,0,1,1
5440,14,59,84,1,1,1,3
5441,67,79,46,1,0,0,1
5442,176,8,53,0,0,1,1
5443,173,36,25,1,0,1,2
5444,13,63,14,0,1,1,2
5445,281,77,93,0,0,0,0
5446,229,68,58,1,1,0,2
5447,101,95,2,1,0,1,2
5448,111,4,55,1,0,0,1
5449,15,33,13,1,1,1,3
5450,113,63,11,1,1,0,2
5451,40,86,1,1,1,0,2
5452,179,35,28,0,1,1,2
5453,152,77,6,0,0,0,0
5454,192,45,85,0,1,1,2
5455,300,51,92,0,1,1,2
5456,51,29,0,0,1,0,1
5457,101,79,59,1,0,1,2
5458,67,5,63,0,0,0,0
5459,291,42,61,0,0,1,1
5460,289,83,8,0,1,0,1
5461,32,52,22,0,1,1,2
5462,166,44,68,0,1,1,2
5463,246,76,81,1,1,1,3
5464,214,91,78,1,1,0,2
5465,5,84,17,1,1,1,3
5466,104,12,41,1,0,1,2
5467,157,85,79,1,0,0,1
5468,287,76,71,1,0,0,1
5469,85,57,90,0,0,0,0
5470,228,11,25,1,1,0,2
5471,26,26,66,0,0,0,0
5472,274,85,75,0,0,0,0
5473,225,13,72,0,0,0,0
5474,93,14,66,0,0,0,0
5475,27,77,27,1,0,1,2
5476,126,41,73,0,0,1,1
5477,170,45,64,1,1,0,2
5478,242,99,18,1,0,1,2
5479,94,37,62,1,0,0,1
5480,163,61,53,1,0,1,2
5481,268,46,45,0,1,0,1
5482,165,45,38,0,1,0,1
5483,169,6,51,1,0,0,1
5484,134,72,92,0,0,1,1
5485,175,18,38,0,1,0,1
5486,148,63,20,0,1,1,2
5487,104,95,0,0,0,0,0
5488,153,35,5,1,1,1,3
5489,141,53,33,0,1,1,2
5490,47,27,39,0,1,0,1
5491,107,26,88,1,0,1,2
5492,53,3,71,1,0,1,2
5493,77,8,1,1,1,0,2
5494,42,44,27,0,1,0,1
5495,232,22,57,0,1,1,2
5496,256,59,43,1,1,0,2
5497,143,32,73,1,0,0,1
5498,297,7,98,1,0,1,2
5499,114,12,70,1,0,0,1
5500,206,16,13,1,0,0,1
5501,199,31,81,1,1,0,2
5502,217,76,67,0,0,1,1
5503,7,25,68,0,0,1,1
5504,14,99,61,1,1,0,2
5505,48,79,17,0,0,0,0
5506,27,89,93,0,1,1,2
5507,192,49,87,1,0,1,2
5508,254,72,86,0,0,0,0
5509,276,41,53,1,1,0,2
5510,69,93,63,0,1,1,2
5511,43,9,90,1,0,1,2
5512,224,8,69,0,0,1,1
5513,121,75,51,0,1,1,2
5514,181,82,82,0,0,1,1
5515,37,48,80,1,0,1,2
5516,172,96,17,1,1,0,2
5517,176,69,90,0,1,1,2
5518,95,13,12,1,1,1,3
5519,177,23,92,0,1,1,2
5520,242,25,6,1,1,0,2
5521,90,71,89,1,1,1,3
5522,39,98,81,1,1,0,2
5523,5,31,46,0,0,0,0
5524,10,18,1,1,0,1,2
5525,197,73,11,0,1,1,2
5526,248,34,96,0,0,0,0
5527,108,96,82,1,1,1,3
5528,178,53,59,0,0,0,0
5529,71,58,73,1,0,0,1
5530,153,89,77,1,0,1,2
5531,41,32,2,1,1,1,3
5532,113,27,74,0,1,0,1
5533,244,94,86,1,0,0,1
5534,289,82,32,0,1,0,1
5535,254,72,21,1,0,1,2
5536,72,25,62,1,0,0,1
5537,106,46,21,0,1,1,2
5538,254,60,18,1,1,0,2
5539,241,66,7,0,0,0,0
5540,125,93,11,0,0,0,0
5541,276,31,92,0,0,1,1
5542,211,82,87,1,0,0,1
5543,134,68,2,0,1,0,1
5544,117,64,96,1,0,1,2
5545,31,25,62,0,1,1,2
5546,264,49,14,1,1,1,3
5547,214,94,34,0,1,0,1
5548,15,92,57,0,0,1,1
5549,92,8,76,1,0,1,2
5550,213,72,95,1,1,0,2
5551,39,28,45,0,0,0,0
5552,80,10,10,1,0,0,1
5553,135,57,9,0,0,1,1
5554,225,93,29,0,0,1,1
5555,221,23,100,1,1,0,2
5556,3,38,33,0,0,0,0
5557,253,39,21,0,0,0,0
5558,213,10,25,1,0,0,1
5559,271,79,55,1,1,1,3
5560,111,64,40,1,0,0,1
5561,87,65,60,1,1,1,3
5562,79,7,24,0,0,0,0
5563,151,34,25,1,0,0,1
5564,119,17,80,0,1,1,2
5565,295,96,63,1,1,0,2
5566,249,47,42,0,1,0,1
5567,149,9,11,0,0,1,1
5568,157,20,28,0,0,1,1
5569,66,24,2,1,1,0,2
5570,28,83,12,0,1,0,1
5571,144,53,40,0,0,0,0
5572,92,49,19,0,0,0,0
5573,276,94,56,1,0,1,2
5574,294,50,100,0,1,0,1
5575,118,53,74,1,1,0,2
5576,291,36,52,1,1,1,3
5577,210,29,56,0,1,1,2
5578,274,73,48,1,1,0,2
5579,175,76,39,1,1,0,2
5580,22,50,84,0,0,0,0
5581,149,53,66,1,0,1,2
5582,181,23,84,0,0,1,1
5583,192,3,86,1,0,0,1
5584,92,5,73,0,1,0,1
5585,266,59,36,1,0,1,2
5586,87,12,31,1,0,0,1
5587,75,80,92,0,1,0,1
5588,17,7,18,0,1,0,1
5589,168,90,29,0,0,1,1
5590,167,38,60,1,0,0,1
5591,113,89,54,0,0,1,1
5592,52,13,12,0,0,1,1
5593,189,84,93,1,1,1,3
5594,55,91,17,1,1,1,3
5595,88,40,14,1,1,1,3
5596,269,98,73,1,1,0,2
5597,256,17,53,0,0,1,1
5598,209,84,88,0,0,0,0
5599,229,66,9,0,0,1,1
5600,127,33,58,1,0,0,1
5601,153,29,7,0,0,1,1
5602,288,72,41,1,1,1,3
5603,130,53,60,0,0,0,0
5604,260,75,76,0,0,0,0
5605,64,58,28,1,0,1,2
5606,125,32,56,1,0,0,1
5607,127,88,37,1,0,0,1
5608,257,71,83,1,1,0,2
5609,299,5,36,1,1,1,3
5610,6,72,42,1,1,0,2
5611,147,2,46,1,1,0,2
5612,37,68,34,1,1,1,3
5613,15,24,90,0,1,0,1
5614,128,53,36,1,1,1,3
5615,281,79,21,0,1,1,2
5616,77,11,29,1,0,1,2
5617,50,76,70,0,1,0,1
5618,3,9,28,0,1,0,1
5619,228,24,3,0,0,0,0
5620,286,83,88,0,0,0,0
5621,244,51,13,1,1,0,2
5622,2,26,37,1,1,1,3
5623,72,63,58,1,1,1,3
5624,234,33,20,1,1,1,3
5625,61,36,82,1,1,0,2
5626,228,34,56,1,1,1,3
5627,75,57,56,0,1,1,2
5628,87,76,47,1,0,1,2
5629,196,85,51,0,0,1,1
5630,58,75,59,0,1,1,2
5631,90,22,100,1,0,0,1
5632,53,93,63,1,1,0,2
5633,220,5,41,1,1,1,3
5634,22,98,53,1,1,0,2
5635,231,83,0,0,0,0,0
5636,248,62,28,1,0,0,1
5637,126,77,80,0,0,0,0
5638,64,48,18,0,1,1,2
5639,253,77,23,1,1,1,3
5640,261,11,38,0,1,1,2
5641,163,5,31,0,1,1,2
5642,13,26,55,0,0,1,1
5643,92,84,31,1,1,0,2
5644,232,34,36,1,0,1,2
5645,12,94,2,1,0,0,1
5646,265,35,94,1,1,0,2
5647,177,29,51,0,0,1,1
5648,287,98,61,0,1,1,2
5649,47,33,42,1,0,0,1
5650,155,59,44,1,0,0,1
5651,78,92,72,0,0,1,1
5652,149,3,96,1,0,1,2
5653,174,65,13,1,0,1,2
5654,276,91,80,1,1,1,3
5655,2,23,3,1,1,0,2
5656,286,68,35,1,1,0,2
5657,294,99,78,0,0,0,0
5658,75,78,75,0,1,1,2
5659,260,99,86,0,1,1,2
5660,184,93,57,0,0,1,1
5661,246,17,35,1,0,1,2
5662,54,71,70,1,0,0,1
5663,253,33,27,0,1,0,1
5664,89,16,31,1,1,0,2
5665,102,51,18,0,1,1,2
5666,294,32,76,0,0,0,0
5667,78,17,32,1,1,0,2
5668,234,7,83,1,1,0,2
5669,158,17,66,0,0,0,0
5670,284,95,77,1,1,0,2
5671,191,98,37,0,0,0,0
5672,3,100,16,1,1,0,2
5673,251,27,97,1,0,1,2
5674,215,9,61,0,0,0,0
5675,81,56,64,1,0,1,2
5676,287,21,33,1,0,1,2
5677,73,56,70,0,0,0,0
5678,58,37,35,0,0,0,0
5679,227,3,75,0,1,1,2
5680,263,66,57,0,1,1,2
5681,74,50,43,1,0,1,2
5682,160,36,85,1,1,1,3
5683,249,33,6,0,0,0,0
5684,175,59,83,0,0,1,1
5685,161,86,68,1,1,1,3
5686,104,33,36,0,0,0,0
5687,33,40,1,1,0,1,2
5688,260,30,96,0,1,0,1
5689,285,94,1,1,1,0,2
5690,81,35,94,1,1,1,3
5691,217,21,73,1,0,0,1
5692,87,84,44,1,1,1,3
5693,213,57,5,0,0,0,0
5694,215,40,23,0,0,0,0
5695,52,4,98,1,1,1,3
5696,190,47,52,0,1,1,2
5697,296,57,81,1,1,0,2
5698,134,44,90,1,1,1,3
5699,48,5,35,1,0,1,2
5700,195,83,57,0,1,1,2
5701,249,17,53,1,1,0,2
5702,191,2,34,0,0,1,1
5703,185,57,65,1,0,1,2
5704,4,1,50,1,0,0,1
5705,288,62,58,1,1,1,3
5706,197,11,17,1,1,0,2
5707,163,33,69,1,1,0,2
5708,14,57,61,0,1,0,1
5709,79,99,5,0,0,0,0
5710,64,39,1,0,1,0,1
5711,105,6,42,0,1,0,1
5712,95,61,96,1,1,1,3
5713,40,90,95,0,0,0,0
5714,24,26,7,1,1,1,3
5715,90,23,12,0,0,1,1
5716,204,64,2,1,0,0,1
5717,109,11,14,0,0,0,0
5718,25,85,27,0,1,1,2
5719,159,4,10,0,0,0,0
5720,73,78,28,0,0,0,0
5721,45,80,18,0,0,1,1
5722,150,81,47,0,0,0,0
5723,48,29,36,0,1,1,2
5724,73,94,92,0,0,0,0
5725,253,66,97,1,0,1,2
5726,119,54,70,1,0,1,2
5727,213,71,30,0,0,1,1
5728,259,68,51,0,1,1,2
5729,108,57,47,1,1,0,2
5730,58,45,40,1,0,0,1
5731,65,49,74,0,0,0,0
5732,249,55,67,0,1,1,2
5733,19,32,91,0,0,1,1
5734,242,26,33,0,0,0,0
5735,97,94,9,0,0,1,1
5736,254,57,83,1,1,0,2
5737,140,66,67,0,0,0,0
5738,224,24,90,1,1,1,3
5739,105,90,51,1,0,0,1
5740,14,100,20,1,0,0,1
5741,209,56,94,0,1,1,2
5742,289,66,36,0,1,1,2
5743,297,73,71,0,0,1,1
5744,16,28,14,1,1,0,2
5745,243,51,60,0,1,0,1
5746,54,90,61,1,0,0,1
5747,61,43,26,1,0,0,1
5748,254,44,5,0,0,1,1
5749,98,89,94,1,1,0,2
5750,143,97,83,1,1,0,2
5751,149,26,24,0,0,1,1
5752,168,41,67,0,0,1,1
5753,133,54,22,1,1,0,2
5754,61,46,40,0,0,1,1
5755,120,36,2,1,1,1,3
5756,282,2,65,0,1,0,1
5757,82,8,22,0,0,1,1
5758,40,97,25,0,0,0,0
5759,258,75,8,0,0,1,1
5760,277,31,8,1,0,0,1
5761,127,78,75,0,0,0,0
5762,33,63,44,1,1,1,3
5763,22,70,94,0,1,0,1
5764,207,24,56,1,0,0,1
5765,281,33,64,1,1,1,3
5766,282,36,57,1,1,0,2
5767,206,7,58,0,1,1,2
5768,282,90,51,0,1,0,1
5769,264,19,90,0,0,0,0
5770,62,42,70,0,0,1,1
5771,202,74,96,0,0,0,0
5772,104,33,16,0,1,1,2
5773,277,73,59,0,0,0,0
5774,288,53,94,1,1,0,2
5775,138,44,80,0,1,0,1
5776,24,14,36,1,1,1,3
5777,62,66,56,1,1,1,3
5778,261,74,69,1,0,1,2
5779,42,78,68,1,0,0,1
5780,251,43,97,1,0,1,2
5781,55,63,37,1,1,1,3
5782,78,15,45,0,0,1,1
5783,108,60,46,0,1,0,1
5784,221,57,73,0,1,0,1
5785,203,96,2,1,0,0,1
5786,239,90,97,0,1,0,1
5787,121,27,22,1,0,1,2
5788,207,27,20,1,0,1,2
5789,73,97,69,0,0,1,1
5790,189,10,86,0,1,0,1
5791,23,33,31,0,1,0,1
5792,71,9,86,0,1,0,1
5793,37,14,55,1,1,1,3
5794,98,69,16,1,0,0,1
5795,168,23,62,1,0,1,2
5796,114,45,20,1,0,1,2
5797,168,81,55,0,0,0,0
5798,83,76,27,1,1,1,3
5799,71,12,72,0,1,0,1
5800,11,53,65,0,0,1,1
5801,141,25,4,0,0,0,0
5802,1,94,38,1,0,0,1
5803,290,81,24,0,0,1,1
5804,174,86,93,1,1,1,3
5805,28,36,73,1,1,0,2
5806,253,34,74,0,0,1,1
5807,226,90,4,0,1,1,2
5808,54,16,17,0,0,1,1
5809,206,30,48,1,1,0,2
5810,13,48,27,0,1,1,2
5811,189,96,75,1,0,1,2
5812,267,27,60,0,0,1,1
5813,178,17,37,0,1,0,1
5814,65,86,98,0,1,1,2
5815,281,67,62,1,1,1,3
5816,176,68,74,0,1,0,1
5817,160,28,36,0,1,0,1
5818,202,48,43,0,0,1,1
5819,13,5,68,0,1,0,1
5820,164,90,30,0,1,0,1
5821,248,9,72,0,1,1,2
5822,37,56,80,0,0,0,0
5823,38,86,100,1,0,0,1
5824,107,90,60,0,1,0,1
5825,6,44,34,1,1,0,2
5826,81,30,64,1,1,0,2
5827,15,50,53,1,0,1,2
5828,76,22,34,0,0,0,0
5829,156,80,26,0,1,1,2
5830,278,55,18,1,1,1,3
5831,184,68,83,0,1,0,1
5832,155,17,63,1,1,1,3
5833,211,100,26,1,1,1,3
5834,13,55,34,1,0,0,1
5835,72,47,49,0,0,0,0
5836,128,14,35,1,1,1,3
5837,257,48,42,1,0,0,1
5838,111,84,26,0,0,1,1
5839,130,4,65,0,1,0,1
5840,58,86,0,1,0,0,1
5841,228,76,75,1,1,0,2
5842,37,98,81,0,1,0,1
5843,47,54,30,0,0,1,1
5844,131,51,72,0,0,1,1
5845,93,18,43,0,1,0,1
5846,198,61,4,0,1,1,2
5847,237,12,94,0,0,1,1
5848,230,94,97,1,1,1,3
5849,234,22,18,0,0,0,0
5850,61,33,75,1,0,0,1
5851,146,74,6,1,0,1,2
5852,72,74,42,0,1,1,2
5853,134,21,89,0,0,0,0
5854,71,12,98,1,0,1,2
5855,59,36,69,0,1,1,2
5856,46,77,15,1,0,0,1
5857,259,6,97,1,0,0,1
5858,266,95,57,0,1,1,2
5859,276,81,0,0,0,1,1
5860,36,56,91,0,0,0,0
5861,296,15,58,0,0,1,1
5862,33,36,92,0,0,1,1
5863,249,64,11,1,1,0,2
5864,145,25,93,1,0,0,1
5865,175,30,65,1,0,1,2
5866,168,2,95,0,1,0,1
5867,275,29,0,1,1,0,2
5868,119,94,13,1,1,1,3
5869,258,16,24,1,1,0,2
5870,156,50,40,0,0,1,1
5871,97,60,41,0,1,1,2
5872,94,73,6,0,1,1,2
5873,41,2,36,0,1,1,2
5874,65,67,30,1,0,0,1
5875,90,30,52,1,0,0,1
5876,272,56,48,0,0,1,1
5877,52,81,54,0,1,1,2
5878,87,31,29,0,1,1,2
5879,276,63,27,0,1,1,2
5880,213,8,98,1,0,1,2
5881,145,46,86,1,0,1,2
5882,5,50,80,0,0,0,0
5883,180,44,90,0,1,1,2
5884,117,1,74,0,0,0,0
5885,102,33,23,1,0,0,1
5886,280,39,93,1,1,0,2
5887,236,80,28,0,0,0,0
5888,73,37,12,1,0,1,2
5889,200,59,68,1,1,1,3
5890,210,99,29,0,0,1,1
5891,271,24,73,1,0,1,2
5892,132,98,73,0,1,1,2
5893,297,62,85,1,1,1,3
5894,127,32,80,0,1,1,2
5895,238,33,11,0,0,1,1
5896,88,73,55,0,0,0,0
5897,34,3,75,0,0,1,1
5898,77,95,10,1,1,1,3
5899,34,60,64,0,1,1,2
5900,171,23,38,1,0,0,1
5901,72,30,85,0,0,1,1
5902,49,92,0,1,1,1,3
5903,2,15,15,0,0,1,1
5904,84,2,44,1,1,0,2
5905,179,56,55,0,1,0,1
5906,182,74,65,0,1,1,2
5907,64,83,70,0,1,1,2
5908,31,42,67,1,0,0,1
5909,253,45,1,0,1,1,2
5910,148,2,81,1,0,0,1
5911,12,8,35,1,1,0,2
5912,293,90,35,0,0,1,1
5913,284,21,28,1,1,0,2
5914,68,29,44,0,0,1,1
5915,62,84,48,0,0,0,0
5916,13,63,49,0,0,0,0
5917,101,36,17,0,1,0,1
5918,257,35,21,1,1,1,3
5919,34,77,74,0,0,0,0
5920,243,12,40,1,0,0,1
5921,240,77,38,0,0,0,0
5922,282,97,37,0,1,0,1
5923,60,60,69,0,0,0,0
5924,209,74,37,0,0,0,0
5925,240,93,26,1,1,1,3
5926,117,79,8,1,0,0,1
5927,284,60,8,0,0,0,0
5928,92,72,56,0,0,1,1
5929,296,36,10,0,0,1,1
5930,44,55,64,0,1,0,1
5931,247,60,11,0,1,1,2
5932,205,94,21,0,0,1,1
5933,281,97,39,0,0,1,1
5934,194,85,17,1,0,0,1
5935,262,33,1,0,0,1,1
5936,228,81,96,1,1,0,2
5937,284,93,13,1,0,1,2
5938,183,18,43,1,0,1,2
5939,31,97,78,1,1,1,3
5940,276,11,67,0,0,1,1
5941,40,7,79,0,0,0,0
5942,25,27,31,1,1,0,2
5943,152,95,1,1,0,0,1
5944,126,58,49,0,0,0,0
5945,79,75,13,0,1,0,1
5946,6,44,7,0,0,1,1
5947,97,13,32,0,1,1,2
5948,135,57,54,1,1,0,2
5949,99,55,54,0,1,1,2
5950,44,21,79,1,1,0,2
5951,75,93,23,1,1,1,3
5952,92,81,53,0,0,0,0
5953,170,90,33,0,0,0,0
5954,12,6,53,1,0,0,1
5955,295,79,54,0,0,1,1
5956,274,80,4,1,1,0,2
5957,234,32,89,1,0,1,2
5958,252,45,59,0,1,1,2
5959,2,72,35,1,1,1,3
5960,133,97,95,0,0,1,1
5961,268,78,13,0,1,0,1
5962,57,11,39,0,0,0,0
5963,205,44,50,1,0,1,2
5964,136,100,51,1,0,1,2
5965,252,76,51,0,0,0,0
5966,134,76,25,1,0,0,1
5967,51,33,62,0,0,1,1
5968,212,86,7,0,1,1,2
5969,115,39,81,0,1,0,1
5970,179,24,42,0,1,0,1
5971,185,35,99,1,0,1,2
5972,277,18,34,0,0,1,1
5973,233,10,6,1,0,1,2
